customer_name,customer_contact_name,customer_country,employee_name,employee_title,shipper_name,ship_name,order_date,delivery_date,freight_value,order_value,billable_value
Customer VONTK,"Toh, Karen",Mexico,"Davis, Sara",CEO,Shipper ZHISN,Ship to 80-A,2023-01-20,2023-02-17,54.42,975,1029.42
Customer VONTK,"Toh, Karen",Mexico,"Davis, Sara",CEO,Shipper ZHISN,Ship to 80-B,2021-08-29,2021-09-26,21.18,848.7,869.88
Customer VONTK,"Toh, Karen",Mexico,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 80-C,2022-09-22,2022-10-20,2.01,534.85,536.86
Customer VONTK,"Toh, Karen",Mexico,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 80-C,2023-02-27,2023-03-27,3.51,539.5,543.01
Customer VONTK,"Toh, Karen",Mexico,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 80-B,2021-10-02,2021-10-30,64.5,1191.2,1255.7
Customer VONTK,"Toh, Karen",Mexico,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 80-C,2022-06-23,2022-07-07,18.56,838.45,857.01
Customer VONTK,"Toh, Karen",Mexico,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 80-B,2022-04-25,2022-05-09,218.15,4150.05,4368.2
Customer WFIZJ,"Misiec, Anna",Brazil,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 62-A,2023-05-04,2023-06-01,81.75,2027.08,2108.83
Customer WFIZJ,"Misiec, Anna",Brazil,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 62-A,2023-03-19,2023-04-16,104.47,1119.9,1224.37
Customer WFIZJ,"Misiec, Anna",Brazil,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 62-B,2022-12-19,2023-01-16,110.87,1531.08,1641.95
Customer WFIZJ,"Misiec, Anna",Brazil,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 62-B,2022-03-26,2022-04-23,71.07,889.7,960.77
Customer WFIZJ,"Misiec, Anna",Brazil,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 62-B,2022-09-05,2022-10-03,105.81,1227.02,1332.83
Customer WFIZJ,"Misiec, Anna",Brazil,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 62-C,2023-02-04,2023-03-04,191.27,1920.6,2111.87
Customer WFIZJ,"Misiec, Anna",Brazil,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 62-A,2022-01-07,2022-02-18,108.04,1830.78,1938.82
Customer WFIZJ,"Misiec, Anna",Brazil,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 62-A,2021-12-04,2022-01-01,890.78,9210.9,10101.68
Customer WFIZJ,"Misiec, Anna",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 62-A,2022-11-04,2022-12-02,58.33,1296.75,1355.08
Customer WFIZJ,"Misiec, Anna",Brazil,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 62-A,2023-02-26,2023-03-26,33.05,768.75,801.8
Customer WFIZJ,"Misiec, Anna",Brazil,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 62-B,2023-02-27,2023-03-27,21.19,537.5,558.69
Customer WFIZJ,"Misiec, Anna",Brazil,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 62-C,2022-08-19,2022-09-16,201.29,2761.9375,2963.2275
Customer WFIZJ,"Misiec, Anna",Brazil,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 62-C,2022-10-14,2022-11-11,4.78,595.5,600.28
Customer WMFEA,"Schmöllerl, Martin",Italy,"Davis, Sara",CEO,Shipper GVSUA,Destination FFLQT,2022-10-20,2022-11-17,4.98,93.5,98.48
Customer WMFEA,"Schmöllerl, Martin",Italy,"Funk, Don","Vice President, Sales",Shipper ETYNR,Destination DICGM,2023-04-30,2023-05-28,10.98,266,276.98
Customer WMFEA,"Schmöllerl, Martin",Italy,"Funk, Don","Vice President, Sales",Shipper GVSUA,Destination FFLQT,2022-01-22,2022-02-19,3.02,49.8,52.82
Customer WMFEA,"Schmöllerl, Martin",Italy,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination DICGM,2022-11-25,2022-12-23,7.7,88,95.7
Customer WMFEA,"Schmöllerl, Martin",Italy,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination DICGM,2023-04-15,2023-05-13,47.09,1030,1077.09
Customer WMFEA,"Schmöllerl, Martin",Italy,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination XNLFB,2022-12-31,2023-01-28,1.36,18.4,19.76
Customer WNMAF,"Jelitto, Jacek",Switzerland,"Davis, Sara",CEO,Shipper ZHISN,Destination NRTZZ,2022-11-19,2022-12-17,31.43,2311.7,2343.13
Customer WNMAF,"Jelitto, Jacek",Switzerland,"King, Russell",Sales Representative,Shipper GVSUA,Destination YUJRD,2022-11-06,2022-12-04,96.65,1890.5,1987.15
Customer WNMAF,"Jelitto, Jacek",Switzerland,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination YUJRD,2023-04-22,2023-05-20,48.22,1773,1821.22
Customer WNMAF,"Jelitto, Jacek",Switzerland,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Destination YUJRD,2021-07-11,2021-08-08,22.98,556.62,579.6
Customer WNMAF,"Jelitto, Jacek",Switzerland,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination NRTZZ,2023-03-20,2023-04-17,27.19,1098.46,1125.65
Customer WNMAF,"Jelitto, Jacek",Switzerland,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination YUJRD,2023-04-16,2023-05-14,47.84,1286.8,1334.64
Customer WNMAF,"Jelitto, Jacek",Switzerland,"Suurs, Paul",Sales Representative,Shipper ETYNR,Destination YUJRD,2021-12-03,2021-12-31,1.17,1117.6,1118.77
Customer WNMAF,"Jelitto, Jacek",Switzerland,"Suurs, Paul",Sales Representative,Shipper ZHISN,Destination NRTZZ,2022-04-28,2022-05-26,91.76,2314.2,2405.96
Customer WULWD,"Meisels, Josh",Brazil,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 61-C,2022-10-28,2022-11-11,9.53,550,559.53
Customer WULWD,"Meisels, Josh",Brazil,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 61-C,2022-01-21,2022-03-04,99.23,1194.27,1293.5
Customer WULWD,"Meisels, Josh",Brazil,"Davis, Sara",CEO,Shipper GVSUA,Ship to 61-C,2022-07-02,2022-07-30,62.52,807.38,869.9
Customer WULWD,"Meisels, Josh",Brazil,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 61-A,2023-03-31,2023-04-28,34.76,1353.6,1388.36
Customer WULWD,"Meisels, Josh",Brazil,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 61-B,2021-12-11,2022-01-08,45.03,863.28,908.31
Customer WULWD,"Meisels, Josh",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 61-B,2021-07-19,2021-08-16,3.05,448,451.05
Customer WULWD,"Meisels, Josh",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 61-B,2022-08-27,2022-09-10,45.54,636,681.54
Customer WULWD,"Meisels, Josh",Brazil,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 61-A,2021-08-27,2021-09-24,6.4,497.52,503.92
Customer WULWD,"Meisels, Josh",Brazil,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 61-C,2022-12-24,2023-01-21,21.49,314.76,336.25
Customer WVFAF,"Liu, Jenny",France,"Cameron, Maria",Sales Representative,Shipper GVSUA,Destination PXQRR,2022-01-08,2022-02-05,11.26,1622.4,1633.66
Customer WVFAF,"Liu, Jenny",France,"Davis, Sara",CEO,Shipper ETYNR,Destination PXQRR,2022-12-22,2023-01-19,100.6,3687,3787.6
Customer WVFAF,"Liu, Jenny",France,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination PXQRR,2022-12-03,2022-12-31,37.35,616,653.35
Customer WVFAF,"Liu, Jenny",France,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination AGPCO,2022-08-15,2022-09-12,487.38,4985.5,5472.88
Customer WVFAF,"Liu, Jenny",France,"Suurs, Paul",Sales Representative,Shipper ETYNR,Destination AGPCO,2022-03-20,2022-04-17,1.35,756,757.35
Customer XBBVR,"Larsson, Katarina",Finland,"Davis, Sara",CEO,Shipper ZHISN,Ship to 90-A,2023-02-26,2023-03-26,38.11,452.9,491.01
Customer XBBVR,"Larsson, Katarina",Finland,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 90-A,2023-04-07,2023-05-05,0.75,586,586.75
Customer XBBVR,"Larsson, Katarina",Finland,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 90-B,2022-09-18,2022-10-16,22.76,412.35,435.11
Customer XBBVR,"Larsson, Katarina",Finland,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 90-B,2022-07-30,2022-08-27,0.75,120,120.75
Customer XBBVR,"Larsson, Katarina",Finland,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 90-C,2022-10-07,2022-11-18,16.72,642,658.72
Customer XBBVR,"Larsson, Katarina",Finland,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 90-A,2023-02-10,2023-03-10,8.5,611.3,619.8
Customer XBBVR,"Larsson, Katarina",Finland,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 90-B,2023-02-06,2023-03-06,0.82,336.8,337.62
Customer XHXJV,"Poland, Carole",Germany,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 6-A,2022-07-29,2022-08-26,1.93,464,465.93
Customer XHXJV,"Poland, Carole",Germany,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Ship to 6-B,2023-01-27,2023-02-24,53.83,625,678.83
Customer XHXJV,"Poland, Carole",Germany,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Ship to 6-A,2023-04-29,2023-05-27,31.14,858,889.14
Customer XHXJV,"Poland, Carole",Germany,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Ship to 6-C,2022-04-09,2022-05-07,8.85,149,157.85
Customer XHXJV,"Poland, Carole",Germany,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 6-A,2022-06-27,2022-07-25,27.71,330,357.71
Customer XHXJV,"Poland, Carole",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 6-A,2022-04-17,2022-05-15,0.15,136.8,136.95
Customer XHXJV,"Poland, Carole",Germany,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 6-B,2023-03-17,2023-04-28,44.65,677,721.65
Customer XIIWM,"Litton, Tim",France,"Cameron, Maria",Sales Representative,Shipper GVSUA,Destination OLJND,2022-08-14,2022-09-11,0.87,55.8,56.67
Customer XIIWM,"Litton, Tim",France,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 41-C,2022-07-25,2022-08-22,26.78,299.25,326.03
Customer XIIWM,"Litton, Tim",France,"Davis, Sara",CEO,Shipper GVSUA,Ship to 41-C,2021-12-03,2021-12-31,0.45,72.96,73.41
Customer XIIWM,"Litton, Tim",France,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 41-C,2023-01-14,2023-02-11,43.26,475.11,518.37
Customer XIIWM,"Litton, Tim",France,"Funk, Don","Vice President, Sales",Shipper GVSUA,Destination DWJIO,2022-12-19,2023-01-02,249.93,2622.76,2872.69
Customer XIIWM,"Litton, Tim",France,"King, Russell",Sales Representative,Shipper ZHISN,Destination OLJND,2023-03-03,2023-04-14,68.26,748.8,817.06
Customer XIIWM,"Litton, Tim",France,"King, Russell",Sales Representative,Shipper ZHISN,Destination OLJND,2023-04-27,2023-05-25,2.79,36,38.79
Customer XIIWM,"Litton, Tim",France,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination DWJIO,2022-01-14,2022-02-11,95.66,2123.2,2218.86
Customer XIIWM,"Litton, Tim",France,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 41-C,2021-11-20,2021-12-18,19.64,429.4,449.04
Customer XIIWM,"Litton, Tim",France,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination OLJND,2022-04-02,2022-04-30,10.64,608.4,619.04
Customer XIIWM,"Litton, Tim",France,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 41-C,2022-02-21,2022-03-21,2.74,331.2,333.94
Customer XIIWM,"Litton, Tim",France,"Suurs, Paul",Sales Representative,Shipper ETYNR,Destination DWJIO,2021-11-11,2021-12-09,64.19,642.06,706.25
Customer XIIWM,"Litton, Tim",France,"Suurs, Paul",Sales Representative,Shipper ETYNR,Destination DWJIO,2022-01-24,2022-02-21,7.93,360,367.93
Customer XIIWM,"Litton, Tim",France,"Suurs, Paul",Sales Representative,Shipper GVSUA,Destination OLJND,2022-04-09,2022-05-07,42.68,523.26,565.94
Customer XOJYP,"Downs, Chris",United States,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 75-C,2021-12-02,2021-12-30,195.68,2390.4,2586.08
Customer XOJYP,"Downs, Chris",United States,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 75-C,2022-11-27,2022-12-25,73.21,1990,2063.21
Customer XOJYP,"Downs, Chris",United States,"Davis, Sara",CEO,Shipper ETYNR,Ship to 75-B,2021-12-17,2022-01-14,30.96,691.2,722.16
Customer XOJYP,"Downs, Chris",United States,"Davis, Sara",CEO,Shipper GVSUA,Ship to 75-A,2023-01-08,2023-02-05,36.68,678,714.68
Customer XOJYP,"Downs, Chris",United States,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 75-C,2021-11-08,2021-12-06,8.63,141.6,150.23
Customer XOJYP,"Downs, Chris",United States,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 75-A,2022-01-31,2022-02-14,4.34,485,489.34
Customer XOJYP,"Downs, Chris",United States,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 75-B,2023-03-25,2023-04-08,12.96,439,451.96
Customer XOJYP,"Downs, Chris",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 75-C,2021-10-15,2021-11-26,191.67,4578.43,4770.1
Customer XOJYP,"Downs, Chris",United States,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 75-C,2021-08-01,2021-08-29,4.54,48,52.54
Customer XPNIK,"Neves, Paulo",Venezuela,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 46-A,2023-04-03,2023-05-15,73.91,1885,1958.91
Customer XPNIK,"Neves, Paulo",Venezuela,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 46-B,2022-05-21,2022-06-18,48.17,1504.5,1552.67
Customer XPNIK,"Neves, Paulo",Venezuela,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 46-C,2023-05-01,2023-05-29,12.91,189.42,202.33
Customer XPNIK,"Neves, Paulo",Venezuela,"Davis, Sara",CEO,Shipper GVSUA,Ship to 46-B,2023-05-05,2023-06-02,0.93,484.5,485.43
Customer XPNIK,"Neves, Paulo",Venezuela,"Davis, Sara",CEO,Shipper ZHISN,Ship to 46-A,2022-02-28,2022-03-28,148.61,1538.7,1687.31
Customer XPNIK,"Neves, Paulo",Venezuela,"Davis, Sara",CEO,Shipper ZHISN,Ship to 46-B,2021-11-19,2021-12-17,34.88,1167.68,1202.56
Customer XPNIK,"Neves, Paulo",Venezuela,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 46-C,2022-12-16,2022-12-30,42.13,720,762.13
Customer XPNIK,"Neves, Paulo",Venezuela,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 46-A,2021-10-16,2021-11-13,12.75,1649,1661.75
Customer XPNIK,"Neves, Paulo",Venezuela,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 46-A,2021-08-16,2021-09-13,84.81,1414.8,1499.61
Customer XPNIK,"Neves, Paulo",Venezuela,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 46-C,2021-12-12,2022-01-09,7.99,112,119.99
Customer XPNIK,"Neves, Paulo",Venezuela,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 46-A,2023-01-09,2023-02-06,163.97,2826,2989.97
Customer XPNIK,"Neves, Paulo",Venezuela,"Mortensen, Sven",Sales Manager,Shipper ZHISN,Ship to 46-C,2023-02-20,2023-03-20,1.21,122.4,123.61
Customer XPNIK,"Neves, Paulo",Venezuela,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 46-C,2022-04-08,2022-05-06,102.02,1412,1514.02
Customer XPNIK,"Neves, Paulo",Venezuela,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 46-C,2021-09-03,2021-10-01,0.12,1050.6,1050.72
Customer XYUFB,"Cavaglieri, Giorgio",Portugal,"Cameron, Maria",Sales Representative,Shipper ZHISN,Destination OTSWR,2022-03-31,2022-04-28,16.96,259.505,276.465
Customer XYUFB,"Cavaglieri, Giorgio",Portugal,"Davis, Sara",CEO,Shipper GVSUA,Destination CIRQO,2022-07-18,2022-08-15,7.46,230.85,238.31
Customer XYUFB,"Cavaglieri, Giorgio",Portugal,"Davis, Sara",CEO,Shipper ZHISN,Destination OTSWR,2022-09-10,2022-10-08,1.27,1288.3875,1289.6575
Customer XYUFB,"Cavaglieri, Giorgio",Portugal,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Destination CIRQO,2023-03-19,2023-04-16,2.7,57.8,60.5
Customer XYUFB,"Cavaglieri, Giorgio",Portugal,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination OTSWR,2021-11-12,2021-11-26,1.3,136.3,137.6
Customer XYUFB,"Cavaglieri, Giorgio",Portugal,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination OTSWR,2022-03-04,2022-04-01,89,1609.28,1698.28
Customer XYUFB,"Cavaglieri, Giorgio",Portugal,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination CIRQO,2021-10-14,2021-11-11,87.03,1168,1255.03
Customer XYUFB,"Cavaglieri, Giorgio",Portugal,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination OTSWR,2022-05-28,2022-07-09,72.95,1677.3,1750.25
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 89-C,2022-07-11,2022-08-08,16.34,1180.88,1197.22
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 89-A,2022-10-08,2022-11-19,102.55,996,1098.55
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Davis, Sara",CEO,Shipper GVSUA,Ship to 89-C,2022-03-10,2022-04-07,60.18,956.675,1016.855
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 89-B,2023-04-17,2023-05-15,606.19,8902.5,9508.69
Customer YBQTI,"Smith Jr., Ronaldo",United States,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 89-A,2022-03-24,2022-04-21,15.28,668.8,684.08
Customer YBQTI,"Smith Jr., Ronaldo",United States,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 89-A,2023-05-01,2023-05-29,44.72,928.75,973.47
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 89-C,2022-10-30,2022-11-27,21.72,468.45,490.17
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 89-A,2023-02-24,2023-03-24,162.95,1924.25,2087.2
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 89-C,2022-10-06,2022-10-20,139.34,2071.2,2210.54
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 89-B,2021-07-31,2021-08-14,4.56,642.2,646.76
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 89-A,2021-11-01,2021-11-29,23.29,2296,2319.29
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 89-B,2022-11-13,2022-12-11,81.88,1416,1497.88
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 89-C,2023-01-30,2023-02-27,14.93,3523.4,3538.33
Customer YBQTI,"Smith Jr., Ronaldo",United States,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 89-B,2022-04-11,2022-05-09,59.13,1388.5,1447.63
Customer YJCBX,"Orint, Neil",Brazil,"Davis, Sara",CEO,Shipper ZHISN,Destination GWPFK,2022-10-17,2022-11-14,210.8,3424,3634.8
Customer YJCBX,"Orint, Neil",Brazil,"Funk, Don","Vice President, Sales",Shipper ZHISN,Destination VNIAG,2022-11-07,2022-12-05,1.63,1498.35,1499.98
Customer YJCBX,"Orint, Neil",Brazil,"King, Russell",Sales Representative,Shipper ETYNR,Destination GWPFK,2022-12-15,2022-12-29,3.01,224,227.01
Customer YJCBX,"Orint, Neil",Brazil,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination XOIGC,2023-04-24,2023-05-22,8.34,273.6,281.94
Customer YJCBX,"Orint, Neil",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination VNIAG,2022-09-01,2022-09-29,7.14,318.835,325.975
Customer YJCBX,"Orint, Neil",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination VNIAG,2022-09-29,2022-10-13,33.75,801.1,834.85
Customer YJCBX,"Orint, Neil",Brazil,"Suurs, Paul",Sales Representative,Shipper ETYNR,Destination GWPFK,2023-03-18,2023-04-29,4.98,131.75,136.73
Customer YJCBX,"Orint, Neil",Brazil,"Suurs, Paul",Sales Representative,Shipper GVSUA,Destination XOIGC,2022-12-22,2023-01-19,28.23,722.5,750.73
Customer YJCBX,"Orint, Neil",Brazil,"Suurs, Paul",Sales Representative,Shipper ZHISN,Destination VNIAG,2022-01-23,2022-02-06,24.5,1020,1044.5
Customer YQQWW,"Edwards, Josh",Brazil,"Davis, Sara",CEO,Shipper ETYNR,Ship to 81-A,2021-08-28,2021-09-25,1.35,1296,1297.35
Customer YQQWW,"Edwards, Josh",Brazil,"Davis, Sara",CEO,Shipper ZHISN,Ship to 81-A,2023-01-15,2023-02-12,29.78,1432.714,1462.494
Customer YQQWW,"Edwards, Josh",Brazil,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 81-C,2022-04-04,2022-05-02,46.77,190,236.77
Customer YQQWW,"Edwards, Josh",Brazil,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 81-C,2023-01-19,2023-02-16,35.43,827.55,862.98
Customer YQQWW,"Edwards, Josh",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 81-C,2023-01-13,2023-02-24,81.83,1974,2055.83
Customer YQQWW,"Edwards, Josh",Brazil,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 81-C,2022-07-22,2022-08-19,79.4,1130.4,1209.8
Customer YSHXL,"MacDonald, Scott",France,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 74-A,2022-11-12,2022-12-10,2.91,52.35,55.26
Customer YSHXL,"MacDonald, Scott",France,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 74-B,2023-03-20,2023-04-17,87.38,2052.5,2139.88
Customer YSHXL,"MacDonald, Scott",France,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 74-B,2023-04-22,2023-05-20,8.8,210,218.8
Customer YSHXL,"MacDonald, Scott",France,"Suurs, Paul",Sales Representative,Shipper ZHISN,Ship to 74-B,2023-02-25,2023-03-25,9.19,108.5,117.69
Customer YSIQX,"Krishnan, Venky",United States,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination AVQUS,2022-07-04,2022-08-01,4.42,72,76.42
Customer YSIQX,"Krishnan, Venky",United States,"Davis, Sara",CEO,Shipper ETYNR,Destination LLUXZ,2022-07-31,2022-08-28,116.53,4807,4923.53
Customer YSIQX,"Krishnan, Venky",United States,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination AVQUS,2023-03-09,2023-04-06,33.68,456,489.68
Customer YSIQX,"Krishnan, Venky",United States,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination LLUXZ,2023-04-07,2023-05-05,25.19,329.685,354.875
Customer YSIQX,"Krishnan, Venky",United States,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination AVQUS,2022-09-25,2022-10-23,76.13,1287.4,1363.53
Customer YSIQX,"Krishnan, Venky",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination AVQUS,2022-07-31,2022-08-28,18.53,1402.5,1421.03
Customer YSIQX,"Krishnan, Venky",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination AVQUS,2023-01-06,2023-02-03,719.78,8446.45,9166.23
Customer YSIQX,"Krishnan, Venky",United States,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination VYOBK,2023-04-22,2023-05-20,18.84,200,218.84
Customer YSIQX,"Krishnan, Venky",United States,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination VYOBK,2023-04-30,2023-06-11,14.01,510,524.01
Customer YSIQX,"Krishnan, Venky",United States,"Suurs, Paul",Sales Representative,Shipper ETYNR,Destination LLUXZ,2022-05-06,2022-05-20,3.35,392.2,395.55
Customer YSIQX,"Krishnan, Venky",United States,"Suurs, Paul",Sales Representative,Shipper GVSUA,Destination AVQUS,2022-09-04,2022-10-02,57.15,604.215,661.365
Customer ZHYOS,"Ludwig, Michael",Finland,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 87-B,2022-02-24,2022-04-07,180.45,2684,2864.45
Customer ZHYOS,"Ludwig, Michael",Finland,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 87-C,2022-01-13,2022-02-10,3.77,334.8,338.57
Customer ZHYOS,"Ludwig, Michael",Finland,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 87-A,2022-02-05,2022-03-05,19.97,393,412.97
Customer ZHYOS,"Ludwig, Michael",Finland,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 87-A,2022-01-16,2022-02-13,22.72,720,742.72
Customer ZHYOS,"Ludwig, Michael",Finland,"Davis, Sara",CEO,Shipper GVSUA,Ship to 87-B,2021-08-01,2021-08-29,136.54,1376,1512.54
Customer ZHYOS,"Ludwig, Michael",Finland,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Ship to 87-C,2022-11-21,2022-12-19,79.3,1590.5625,1669.8625
Customer ZHYOS,"Ludwig, Michael",Finland,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 87-B,2022-05-30,2022-06-27,149.49,1546.3,1695.79
Customer ZHYOS,"Ludwig, Michael",Finland,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 87-C,2022-06-30,2022-07-28,7.28,2237.5,2244.78
Customer ZHYOS,"Ludwig, Michael",Finland,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 87-A,2022-12-17,2023-01-14,73.16,975.88,1049.04
Customer ZHYOS,"Ludwig, Michael",Finland,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 87-B,2021-07-26,2021-09-06,25.73,346.56,372.29
Customer ZHYOS,"Ludwig, Michael",Finland,"Mortensen, Sven",Sales Manager,Shipper ZHISN,Ship to 87-A,2021-10-03,2021-10-17,34.57,516,550.57
Customer ZHYOS,"Ludwig, Michael",Finland,"Mortensen, Sven",Sales Manager,Shipper ZHISN,Ship to 87-C,2021-10-18,2021-11-15,0.59,877.2,877.79
